vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
wba3a5g5xfns82827,2015,BMW,3 Series,328i,sedan,automatic,nj,46.0,6402.0,white,—,bmw north america greer,37100.0,35500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c56fp752334,2015,BMW,4 Series,428i,convertible,automatic,nj,43.0,9025.0,gray,black,bmw north america greer,48900.0,50000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b5g58fns11803,2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,nj,37.0,1919.0,black,tan,bmw na manheim new jersey,38300.0,41250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g5xfns82407,2015,BMW,3 Series,328i,sedan,automatic,nj,49.0,6782.0,black,black,bmw north america greer,34300.0,35250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b3g59fnr86776,2015,BMW,3 Series,328i xDrive,sedan,automatic,nj,41.0,6703.0,white,—,bmw north america greer,35500.0,37500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g59fns82964,2015,BMW,3 Series,328i,sedan,automatic,nj,5.0,8569.0,red,black,bmw north america greer,33800.0,35500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c52fp751875,2015,BMW,4 Series,428i,convertible,automatic,nj,44.0,8462.0,gray,black,bmw north america greer,45000.0,46250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba4c9c50fd330479,2015,BMW,4 Series Gran Coupe,428i xDrive SULEV,sedan,automatic,nj,49.0,2524.0,—,black,bmw na manheim new jersey,46700.0,46500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c52fp752377,2015,BMW,4 Series,428i,convertible,automatic,nj,45.0,6441.0,black,black,bmw north america greer,48900.0,49250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba8z5c56fd672009,2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,nj,49.0,4249.0,—,black,bmw na manheim new jersey,37600.0,36500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3t3c50fp738908,2015,BMW,4 Series,435i,convertible,automatic,nj,43.0,3394.0,blue,black,bmw north america greer,51500.0,50500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v7c59fp771973,2015,BMW,4 Series,428i SULEV,convertible,automatic,nj,49.0,3986.0,white,black,bmw north america greer,48900.0,49250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5a7c51fd622768,2015,BMW,5 Series,528i xDrive,sedan,automatic,nj,46.0,7099.0,,,bmw na manheim new jersey,46300.0,48500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3g7c55fk297642,2015,BMW,3 Series,328i xDrive,wagon,automatic,nj,5.0,7307.0,blue,tan,bmw na manheim new jersey,39600.0,41750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b1c52fg125060,2015,BMW,5 Series,535i,sedan,automatic,nj,49.0,5315.0,—,black,bmw north america greer,46700.0,46500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c58fp752304,2015,BMW,4 Series,428i,convertible,automatic,nj,42.0,4747.0,black,—,bmw north america greer,48600.0,49000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3c1c57fp852585,2015,BMW,3 Series,328i SULEV,sedan,automatic,nj,49.0,3712.0,—,black,bmw na manheim new jersey,35000.0,30500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3r1c58fk194772,2015,BMW,4 Series,435i,coupe,automatic,nj,49.0,3767.0,black,black,bmw north america greer,43600.0,45750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3d5c54fk290615,2015,BMW,3 Series,328d xDrive,sedan,automatic,nj,49.0,8634.0,—,red,bmw na manheim new jersey,40000.0,41500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b1c58fd922267,2015,BMW,5 Series,535i,sedan,automatic,nj,49.0,7479.0,gray,black,bmw north america greer,52300.0,52500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b1c54fd920824,2015,BMW,5 Series,535i,sedan,automatic,nj,46.0,7031.0,gray,black,bmw north america greer,46500.0,49250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b3g58fnr86638,2015,BMW,3 Series,328i xDrive,sedan,automatic,nj,5.0,10199.0,gray,—,bmw north america greer,34500.0,36500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3r1c53fk193643,2015,BMW,4 Series,435i,coupe,automatic,nj,47.0,11260.0,silver,black,bmw north america greer,42500.0,40250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c5xfp752160,2015,BMW,4 Series,428i,convertible,automatic,nj,45.0,11261.0,gray,black,bmw north america greer,44100.0,44500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g58fns84141,2015,BMW,3 Series,328i,sedan,automatic,nj,37.0,10432.0,red,black,bmw north america greer,36900.0,36250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba4a7c51fd414465,2015,BMW,4 Series Gran Coupe,428i xDrive,sedan,automatic,nj,5.0,6435.0,black,black,bmw na manheim new jersey,45900.0,46500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5a5c54fd519168,2015,BMW,5 Series,528i,sedan,automatic,nj,5.0,3001.0,black,black,bmw north america greer,44100.0,45000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c57fp751905,2015,BMW,4 Series,428i,convertible,automatic,nj,47.0,9909.0,gray,black,bmw north america greer,44500.0,47750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c59fp753123,2015,BMW,4 Series,428i,convertible,automatic,nj,47.0,3266.0,gray,—,bmw north america greer,48900.0,51000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3n3c55fk233258,2015,BMW,4 Series,428i,coupe,automatic,nj,48.0,6199.0,black,—,bmw north america greer,36800.0,39750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b3g58fnr87322,2015,BMW,3 Series,328i xDrive,sedan,automatic,nj,43.0,3331.0,gray,black,bmw north america greer,36400.0,38000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3g7c52fk296786,2015,BMW,3 Series,328i xDrive,wagon,automatic,nj,44.0,4995.0,white,black,bmw na manheim new jersey,39400.0,41250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g52fns84362,2015,BMW,3 Series,328i,sedan,automatic,nj,42.0,11430.0,gray,black,bmw north america greer,36800.0,38000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v5c5xfp752756,2015,BMW,4 Series,428i,convertible,automatic,nj,45.0,3912.0,red,black,bmw north america greer,48900.0,47000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3v7c54fp771993,2015,BMW,4 Series,428i SULEV,convertible,automatic,nj,49.0,4972.0,black,black,bmw north america greer,48900.0,50000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g51fns82943,2015,BMW,3 Series,328i,sedan,automatic,nj,47.0,6055.0,black,black,bmw north america greer,37500.0,39000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g53fns83091,2015,BMW,3 Series,328i,sedan,automatic,nj,46.0,4745.0,black,black,bmw north america greer,37700.0,38750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g5xfns83508,2015,BMW,3 Series,328i,sedan,automatic,nj,49.0,4897.0,gray,black,bmw north america greer,37700.0,39000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b5g51fns15840,2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,nj,43.0,5470.0,black,black,bmw north america greer,38600.0,39500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3r5c54fk371597,2015,BMW,4 Series,435i xDrive,coupe,automatic,nj,47.0,3431.0,—,black,bmw na manheim new jersey,49500.0,49500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba4b1c57fd955305,2015,BMW,4 Series Gran Coupe,435i,sedan,automatic,nj,45.0,8946.0,gray,black,bmw north america greer,46500.0,47500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g51fns83588,2015,BMW,3 Series,328i,sedan,automatic,nj,44.0,5109.0,white,black,bmw north america greer,37700.0,38250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxxw5c53f0e87609,2015,BMW,X4,xDrive35i,SUV,automatic,ga,5.0,6775.0,black,beige,financial services remarketing (lease),52600.0,52600.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
5uxkr0c57f0k68850,2015,BMW,X5,xDrive35i,SUV,automatic,ga,5.0,515.0,black,black,financial services remarketing (lease),55400.0,54200.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
wba3n5c55fk197695,2015,BMW,4 Series,428i xDrive,coupe,automatic,nj,43.0,10075.0,—,red,bmw na manheim new jersey,43300.0,43000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5a5c56fd517194,2015,BMW,5 Series,528i,sedan,automatic,nj,44.0,9363.0,gray,black,bmw north america greer,42300.0,43000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3b5g51fns13473,2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,nj,33.0,6610.0,white,black,bmw north america greer,35500.0,35750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3a5g55fns83495,2015,BMW,3 Series,328i,sedan,automatic,nj,42.0,6723.0,red,black,bmw north america greer,34300.0,35250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b1c57fg125104,2015,BMW,5 Series,535i,sedan,automatic,nj,5.0,4223.0,—,black,bmw north america greer,46800.0,47500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba4a7c57fd414485,2015,BMW,4 Series Gran Coupe,428i xDrive,sedan,automatic,nj,48.0,2294.0,,,bmw na manheim new jersey,46700.0,47500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba3g7c5xfk297359,2015,BMW,3 Series,328i xDrive,wagon,automatic,nj,47.0,6578.0,—,black,bmw na manheim new jersey,39000.0,39250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm1c55fvz93947,2015,BMW,X1,sDrive28i,SUV,automatic,oh,44.0,8224.0,gray,black,bmw north america raa,27900.0,47250.0,Tue May 19 2015 07:00:00 GMT-0700 (PDT)
wba8z5c51fd671706,2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,Hatchback,automatic,oh,37.0,4368.0,red,black,bmw north america raa,39700.0,38750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
wba1j7c55fv253826,2015,BMW,2 Series,M235i,Coupe,automatic,fl,47.0,3843.0,red,—,financial services remarketing (lease),43200.0,41600.0,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT)
wba5m4c56fd184030,2015,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,,oh,4.0,8586.0,black,black,bmw north america,55300.0,52500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
wbayg6c56fd383689,2015,BMW,7 Series,740Ld xDrive,Sedan,automatic,ca,47.0,16583.0,white,brown,mercedes benz of fresno,67000.0,64000.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
wbalm7c54fj798990,2015,BMW,Z4,sDrive35i,Convertible,automatic,fl,43.0,5901.0,black,black,fields bmw,49200.0,49000.0,Tue Jun 02 2015 02:10:00 GMT-0700 (PDT)
wba3b5g54fns13970,2015,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,nj,19.0,4681.0,black,black,enterprise vehicle exchange/wayne,36300.0,23500.0,Thu Jun 04 2015 11:00:00 GMT-0700 (PDT)
5uxkr0c54f0k57210,2015,BMW,X5,xDrive35i,SUV,automatic,ca,5.0,72.0,brown,brown,reachme auto group llc,56500.0,51000.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
wba5a5c50fd517062,2015,BMW,5 Series,528i,Sedan,automatic,ga,47.0,9421.0,white,—,bmw north america greer,43600.0,52000.0,Tue May 12 2015 07:00:00 GMT-0700 (PDT)
5uxwx7c59f0k33789,2015,BMW,X3,xDrive35i,suv,automatic,nj,47.0,5664.0,white,black,bmw north america greer,51600.0,53000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbakn9c52fd961042,2015,BMW,5 Series,550i,sedan,automatic,nj,49.0,8831.0,gray,black,bmw north america greer,61000.0,61000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5m4c54fd186309,2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,nj,45.0,5137.0,gray,—,bmw north america greer,54700.0,54500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c51fvy26620,2015,BMW,X1,xDrive28i,suv,automatic,nj,48.0,16045.0,gray,gray,bmw north america greer,30200.0,33250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxkr2c52f0h37521,2015,BMW,X5,sDrive35i,suv,automatic,nj,48.0,6828.0,white,black,bmw north america greer,50800.0,51500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b3c50fd544635,2015,BMW,5 Series,535i xDrive,sedan,automatic,nj,49.0,4191.0,,,bmw na manheim new jersey,55500.0,57500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c51fvy34863,2015,BMW,X1,xDrive28i,suv,automatic,nj,5.0,6352.0,white,black,bmw north america greer,33200.0,35000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxwx9c50f0d46027,2015,BMW,X3,xDrive28i,suv,automatic,nj,49.0,1156.0,black,black,bmw north america greer,48400.0,46750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm1c50fv317311,2015,BMW,X1,sDrive28i,suv,automatic,nj,5.0,6820.0,gray,black,bmw north america greer,28200.0,29250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm1c58fv317346,2015,BMW,X1,sDrive28i,suv,automatic,nj,48.0,4432.0,white,black,bmw north america greer,28600.0,31500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5m4c52fd184137,2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,nj,5.0,4116.0,gray,black,bmw north america greer,52900.0,55500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbayf8c51fd654253,2015,BMW,,750Li xDrive,sedan,automatic,nj,46.0,4702.0,white,tan,bmw na manheim new jersey,85000.0,81000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c59fvy35484,2015,BMW,X1,xDrive28i,suv,automatic,nj,49.0,5534.0,black,black,bmw north america greer,33400.0,33750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm5c53fvv94266,2015,BMW,X1,xDrive35i,suv,automatic,nj,49.0,6289.0,white,black,bmw na manheim new jersey,32700.0,36750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxkr0c50f0k68642,2015,BMW,X5,xDrive35i,suv,automatic,nj,49.0,6349.0,black,black,bmw north america greer,52300.0,58000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c59fvy31175,2015,BMW,X1,xDrive28i,suv,automatic,nj,44.0,6673.0,white,gray,bmw na manheim new jersey,31800.0,35250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxxw5c56f0e87670,2015,BMW,X4,xDrive35i,suv,automatic,nj,49.0,3887.0,red,—,bmw na manheim new jersey,53000.0,55500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm5c58fvv94828,2015,BMW,X1,xDrive35i,suv,automatic,nj,43.0,3137.0,—,black,bmw na manheim new jersey,36400.0,36750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b3c57fd544339,2015,BMW,5 Series,535i xDrive,sedan,automatic,nj,49.0,2172.0,beige,black,bmw na manheim new jersey,55300.0,57000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxkr6c58f0j76245,2015,BMW,X5,xDrive50i,suv,automatic,nj,49.0,3681.0,gray,black,bmw na manheim new jersey,66000.0,66500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5m4c50fd184024,2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,nj,47.0,4512.0,—,black,bmw na manheim new jersey,58100.0,56750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm5c58fvv94943,2015,BMW,X1,xDrive35i,suv,automatic,nj,49.0,6844.0,—,beige,bmw na manheim new jersey,37900.0,38000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c51fvy32546,2015,BMW,X1,xDrive28i,suv,automatic,nj,49.0,6082.0,—,black,bmw na manheim new jersey,33200.0,35000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba6b4c50fd760947,2015,BMW,,650i xDrive,sedan,automatic,nj,44.0,4342.0,,,bmw na manheim new jersey,79000.0,93500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba6b4c57fd760847,2015,BMW,,650i xDrive,sedan,automatic,nj,49.0,5566.0,white,black,bmw na manheim new jersey,78000.0,80000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba6b4c58fd760615,2015,BMW,,650i xDrive,sedan,automatic,nj,45.0,5824.0,white,black,bmw na manheim new jersey,78000.0,79500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c56fvy29075,2015,BMW,X1,xDrive28i,suv,automatic,nj,49.0,9174.0,—,black,bmw na manheim new jersey,32600.0,33750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbayf8c51fd654429,2015,BMW,,750Li xDrive,sedan,automatic,nj,49.0,3518.0,,,bmw na manheim new jersey,85000.0,85000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavm1c56fv317314,2015,BMW,X1,sDrive28i,suv,automatic,nj,49.0,4871.0,beige,black,bmw north america greer,28500.0,30750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c57fvy33569,2015,BMW,X1,xDrive28i,suv,automatic,nj,5.0,5974.0,gray,black,bmw north america greer,33300.0,35250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c57fvy30252,2015,BMW,X1,xDrive28i,suv,automatic,nj,47.0,10010.0,brown,beige,bmw north america greer,32500.0,33000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbaya8c5xfd825595,2015,BMW,,750i,Sedan,automatic,nj,49.0,6516.0,gray,black,bmw north america greer,72000.0,71500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c58fvy34889,2015,BMW,X1,xDrive28i,suv,automatic,nj,49.0,3802.0,gray,black,bmw north america greer,32300.0,37250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba6b4c55fd761575,2015,BMW,,650i xDrive,sedan,automatic,nj,47.0,7143.0,white,—,bmw na manheim new jersey,77000.0,76000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxwx7c55f0k34163,2015,BMW,X3,xDrive35i,suv,automatic,nj,49.0,5717.0,brown,black,bmw north america greer,44300.0,49500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba6b4c59fd761465,2015,BMW,,650i xDrive,sedan,automatic,nj,5.0,2496.0,gray,black,bmw na manheim new jersey,79000.0,78500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbayf8c57fd654273,2015,BMW,,750Li xDrive,sedan,automatic,nj,47.0,4110.0,,,bmw na manheim new jersey,85000.0,95000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxkr0c50f0k68625,2015,BMW,X5,xDrive35i,suv,automatic,nj,48.0,6806.0,black,black,bmw north america greer,52100.0,56500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbaym9c56fd248464,2015,BMW,6 Series,650i,coupe,automatic,nj,44.0,4177.0,black,black,bmw north america greer,75000.0,74500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbaya6c53fd827015,2015,BMW,7 Series,740i,sedan,automatic,nj,47.0,4790.0,gray,tan,bmw north america greer,64000.0,65000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b3c5xfd544268,2015,BMW,5 Series,535i xDrive,sedan,automatic,nj,5.0,1713.0,beige,black,bmw na manheim new jersey,55500.0,57500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbavl1c59fvy34870,2015,BMW,X1,xDrive28i,suv,automatic,nj,42.0,5811.0,gray,gray,bmw north america greer,32000.0,35750.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
5uxkr6c56f0j76177,2015,BMW,X5,xDrive50i,SUV,automatic,nj,5.0,5349.0,white,—,bmw na manheim new jersey,64000.0,45250.0,Tue May 05 2015 07:00:00 GMT-0700 (PDT)
wbayf8c54fd653968,2015,BMW,,750Li xDrive,Sedan,automatic,nj,48.0,6252.0,black,tan,bmw na manheim new jersey,84000.0,77500.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wbayb6c50fd965768,2015,BMW,,750i xDrive,Sedan,automatic,nj,48.0,5864.0,—,tan,bmw na manheim new jersey,74000.0,77000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba8z5c54fd671649,2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,Hatchback,automatic,nj,5.0,6770.0,black,black,bmw na manheim new jersey,39600.0,40000.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
wba5b3c55fd542394,2015,BMW,5 Series,535i xDrive,Sedan,automatic,nj,48.0,5048.0,—,black,bmw na manheim new jersey,50700.0,48000.0,Tue May 05 2015 07:00:00 GMT-0700 (PDT)
wba8z5c56fgs36081,2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,Hatchback,automatic,nj,49.0,2961.0,white,black,bmw na manheim new jersey,41500.0,38600.0,Tue May 05 2015 07:00:00 GMT-0700 (PDT)
wba3b1c57fp831237,2015,BMW,3 Series,320i,Sedan,automatic,fl,49.0,668.0,white,beige,bavarian motor cars usa inc,30600.0,30000.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
wbavl1c50fvy29377,2015,BMW,X1,xDrive28i,SUV,automatic,oh,5.0,8334.0,beige,beige,bmw north america greer,32500.0,33500.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wba3r1c50fk193552,2015,BMW,4 Series,435i,Coupe,automatic,oh,46.0,10071.0,black,black,bmw north america greer,43200.0,43000.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wba3a9g51fns66023,2015,BMW,3 Series,335i,Sedan,automatic,nj,47.0,5711.0,black,black,bmw north america greer,45300.0,79000.0,Tue May 05 2015 07:00:00 GMT-0700 (PDT)
wba8z5c57fd672147,2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,Hatchback,automatic,nj,47.0,4891.0,gray,black,bmw north america greer,41400.0,42500.0,Tue May 05 2015 07:00:00 GMT-0700 (PDT)
wbavm1c53fvw57830,2015,BMW,X1,sDrive28i,SUV,automatic,oh,5.0,5165.0,white,black,bmw north america raa,26700.0,25750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavm1c59fvz94292,2015,BMW,X1,sDrive28i,SUV,automatic,oh,49.0,9955.0,—,black,bmw north america greer,25400.0,27750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c51fvy29274,2015,BMW,X1,xDrive28i,SUV,automatic,oh,49.0,6348.0,white,black,bmw north america greer,33000.0,35000.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wba3r1c53fk193674,2015,BMW,4 Series,435i,Coupe,automatic,oh,48.0,5291.0,gray,black,bmw north america greer,44300.0,43750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wball5c54fp556673,2015,BMW,Z4,sDrive28i,Convertible,automatic,oh,46.0,12189.0,white,—,bmw north america,38900.0,42250.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c55fvy26376,2015,BMW,X1,xDrive28i,SUV,automatic,oh,47.0,13950.0,white,black,bmw north america greer,31200.0,31750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c5xfvy29256,2015,BMW,X1,xDrive28i,SUV,automatic,oh,5.0,10615.0,white,black,bmw north america greer,32000.0,31750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c54fvy28667,2015,BMW,X1,xDrive28i,SUV,automatic,oh,45.0,11122.0,—,black,bmw north america greer,31900.0,32500.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wball5c52fp556655,2015,BMW,Z4,sDrive28i,Convertible,automatic,oh,44.0,8326.0,blue,—,bmw north america,39900.0,42750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wba3n3c52fk232293,2015,BMW,4 Series,428i,Coupe,automatic,oh,44.0,9062.0,brown,—,bmw north america greer,37200.0,36750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavm1c57fvw58169,2015,BMW,X1,sDrive28i,SUV,automatic,oh,47.0,13424.0,gray,beige,bmw north america greer,24500.0,29750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbalm7c54fj798598,2015,BMW,Z4,sDrive35i,Convertible,automatic,oh,43.0,11185.0,black,black,bmw north america,48600.0,48750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wball5c52fp557353,2015,BMW,Z4,sDrive28i,Convertible,automatic,oh,49.0,2679.0,brown,—,bmw north america raa,41200.0,46000.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c59fvy26610,2015,BMW,X1,xDrive28i,SUV,automatic,oh,44.0,9898.0,gray,beige,bmw north america greer,32100.0,32750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavm1c50fvz94116,2015,BMW,X1,sDrive28i,SUV,automatic,nv,5.0,1746.0,orange,black,abc hyundai,27600.0,27500.0,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
wbavm1c56fvw57899,2015,BMW,X1,sDrive28i,SUV,automatic,oh,5.0,3542.0,white,black,bmw north america raa,27100.0,28750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c55fvy29312,2015,BMW,X1,xDrive28i,SUV,automatic,oh,5.0,8325.0,gray,black,bmw north america greer,32500.0,32750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c50fvy30433,2015,BMW,X1,xDrive28i,SUV,automatic,oh,47.0,4734.0,—,beige,bmw north america greer,33300.0,32000.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wba3r1c52fk194136,2015,BMW,4 Series,435i,Coupe,automatic,oh,5.0,3290.0,gray,black,bmw north america greer,44700.0,44750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
wbavl1c59fvy29264,2015,BMW,X1,xDrive28i,SUV,automatic,oh,49.0,5413.0,—,beige,bmw north america greer,33200.0,34250.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
